right_x0,right_y0,right_z0,right_x1,right_y1,right_z1,right_x2,right_y2,right_z2,right_x3,right_y3,right_z3,right_x4,right_y4,right_z4,right_x5,right_y5,right_z5,right_x6,right_y6,right_z6,right_x7,right_y7,right_z7,right_x8,right_y8,right_z8,right_x9,right_y9,right_z9,right_x10,right_y10,right_z10,right_x11,right_y11,right_z11,right_x12,right_y12,right_z12,right_x13,right_y13,right_z13,right_x14,right_y14,right_z14,right_x15,right_y15,right_z15,right_x16,right_y16,right_z16,right_x17,right_y17,right_z17,right_x18,right_y18,right_z18,right_x19,right_y19,right_z19,right_x20,right_y20,right_z20,label
0.15506400167942047,0.8479041457176208,-1.3332126513887488e-07,0.21016207337379456,0.7622442841529846,-0.020336920395493507,0.23479607701301575,0.6587710380554199,-0.03683384507894516,0.2422788292169571,0.5731809735298157,-0.050791457295417786,0.2466149926185608,0.49193915724754333,-0.06343842297792435,0.16030360758304596,0.6154423952102661,-0.061378516256809235,0.20795266330242157,0.6217539310455322,-0.09599032253026962,0.23021823167800903,0.6908583641052246,-0.11290063709020615,0.2301405668258667,0.7320787906646729,-0.12179956585168839,0.12677481770515442,0.6688482165336609,-0.06613176316022873,0.19796563684940338,0.7057080864906311,-0.09606844186782837,0.21382209658622742,0.7668441534042358,-0.10133147984743118,0.2050917148590088,0.8006712794303894,-0.10608744621276855,0.10810676962137222,0.7410098910331726,-0.07171324640512466,0.17748813331127167,0.7787187099456787,-0.09903571754693985,0.19069944322109222,0.8248093128204346,-0.09315015375614166,0.1813117116689682,0.8464874029159546,-0.08907715976238251,0.09891552478075027,0.814822793006897,-0.078644298017025,0.1478055715560913,0.8513230681419373,-0.09816984832286835,0.1615104377269745,0.8777581453323364,-0.09370695799589157,0.1580181121826172,0.8914910554885864,-0.0898449569940567,1
0.20438943803310394,0.8835932016372681,-2.5636549594310054e-07,0.2428138256072998,0.775026261806488,-0.017363902181386948,0.24932755529880524,0.6444845795631409,-0.029321882873773575,0.24871674180030823,0.5492372512817383,-0.04062395170331001,0.25333845615386963,0.46803969144821167,-0.04915808141231537,0.16050416231155396,0.5864179730415344,-0.031206931918859482,0.2303503006696701,0.5827852487564087,-0.06514307856559753,0.25071629881858826,0.6593095660209656,-0.08406653255224228,0.24093735218048096,0.6953988075256348,-0.09439898282289505,0.1308017075061798,0.6342130899429321,-0.035830721259117126,0.22042538225650787,0.641625702381134,-0.0665968731045723,0.23604124784469604,0.7174007892608643,-0.07201328128576279,0.22234567999839783,0.750656008720398,-0.07352883368730545,0.11631700396537781,0.7017855644226074,-0.04364830628037453,0.2024497538805008,0.714403510093689,-0.0711614266037941,0.2166377305984497,0.7733179330825806,-0.0651746317744255,0.20349648594856262,0.7954440116882324,-0.058303605765104294,0.11153684556484222,0.7770068645477295,-0.05332721024751663,0.1797248274087906,0.7841039896011353,-0.0709386020898819,0.19523879885673523,0.816190779209137,-0.06772924214601517,0.18571047484874725,0.8284504413604736,-0.06275633722543716,1
0.19534781575202942,0.887108325958252,-4.4133477672403387e-07,0.2439841777086258,0.7603304982185364,-0.013381732627749443,0.25344961881637573,0.6294206380844116,-0.02354308031499386,0.2561675012111664,0.5307493805885315,-0.03502394258975983,0.2623884975910187,0.4469987452030182,-0.04425053298473358,0.17159804701805115,0.5534019470214844,-0.017168018966913223,0.24696901440620422,0.5577887892723083,-0.050060123205184937,0.26232653856277466,0.635773777961731,-0.07130852341651917,0.250297486782074,0.6722186803817749,-0.08458299934864044,0.14567074179649353,0.6028960943222046,-0.024576688185334206,0.23596122860908508,0.6065601110458374,-0.05632495880126953,0.24994856119155884,0.6856356859207153,-0.06557469069957733,0.23825328052043915,0.7222815155982971,-0.06901230663061142,0.13146135210990906,0.6678459048271179,-0.03539371117949486,0.22000987827777863,0.6740012168884277,-0.06492513418197632,0.23468267917633057,0.7396568059921265,-0.06196446344256401,0.22325989603996277,0.7666056156158447,-0.05593039095401764,0.12683936953544617,0.742280900478363,-0.048067815601825714,0.19649861752986908,0.747556746006012,-0.06693802773952484,0.21290932595729828,0.7842885255813599,-0.06558413058519363,0.20524485409259796,0.7967813014984131,-0.0612148679792881,1
0.19477014243602753,0.8619934916496277,-3.811736917214148e-07,0.2521210312843323,0.7369791269302368,-0.011587409302592278,0.26326680183410645,0.6052390336990356,-0.02209463156759739,0.26640141010284424,0.5061042308807373,-0.03372453525662422,0.27082327008247375,0.42023226618766785,-0.04291393607854843,0.1845819652080536,0.5347737073898315,-0.026343394070863724,0.26132118701934814,0.5343170166015625,-0.058833301067352295,0.2681114077568054,0.6127896308898926,-0.0763227716088295,0.2508356273174286,0.641197681427002,-0.0880444198846817,0.15783824026584625,0.5820693969726562,-0.03544306755065918,0.25160184502601624,0.5879908800125122,-0.06768500804901123,0.25685474276542664,0.6647838354110718,-0.0736825168132782,0.23911431431770325,0.6899611949920654,-0.07682489603757858,0.14488571882247925,0.6455419063568115,-0.04751988872885704,0.23619365692138672,0.6548017263412476,-0.07687869668006897,0.242880716919899,0.7184057235717773,-0.07221988588571548,0.22579339146614075,0.7375959753990173,-0.06734763085842133,0.14096955955028534,0.7139869332313538,-0.06120564416050911,0.2115238904953003,0.7215538620948792,-0.08215238898992538,0.2230689823627472,0.7603025436401367,-0.08256812393665314,0.21289540827274323,0.7687561511993408,-0.08098826557397842,1
0.20470306277275085,0.8251758813858032,-3.1580083259541425e-07,0.25932759046554565,0.7012717723846436,-0.005459578242152929,0.26993751525878906,0.576838493347168,-0.016899121925234795,0.27357423305511475,0.4802972674369812,-0.030382072553038597,0.2741764187812805,0.3985196053981781,-0.041878655552864075,0.19256356358528137,0.5171982049942017,-0.036959584802389145,0.268853098154068,0.5112276673316956,-0.06856666505336761,0.2758536636829376,0.5879380106925964,-0.08014657348394394,0.2589949369430542,0.6143012046813965,-0.08750296384096146,0.16691449284553528,0.5658311247825623,-0.050130877643823624,0.2624870538711548,0.5683942437171936,-0.081448994576931,0.26436561346054077,0.6445285677909851,-0.08141922205686569,0.2433847337961197,0.6654163002967834,-0.08135242760181427,0.1550232470035553,0.629257321357727,-0.0650164932012558,0.24665290117263794,0.6336575746536255,-0.09220510721206665,0.24983970820903778,0.6958819627761841,-0.0822543352842331,0.23045043647289276,0.711846113204956,-0.07557357102632523,0.15137654542922974,0.6957814693450928,-0.08095187693834305,0.22132204473018646,0.6999315619468689,-0.10058724880218506,0.2311287820339203,0.7374404668807983,-0.09849178045988083,0.220150887966156,0.7456579804420471,-0.09627698361873627,1
0.20368462800979614,0.7990828156471252,-3.7405831676551315e-07,0.2599033713340759,0.6800203323364258,0.00024048960767686367,0.27347230911254883,0.5623530745506287,-0.01421152800321579,0.2776435613632202,0.4683915078639984,-0.030876964330673218,0.27583548426628113,0.38479095697402954,-0.04546787217259407,0.19800114631652832,0.5021223425865173,-0.0524548664689064,0.2773818373680115,0.496519535779953,-0.08165409415960312,0.28220099210739136,0.5766023993492126,-0.08505232632160187,0.25970226526260376,0.6030594706535339,-0.08806457370519638,0.1757643073797226,0.5492793321609497,-0.07148455083370209,0.270037442445755,0.5507664084434509,-0.10211969912052155,0.2712639272212982,0.6311644911766052,-0.09458339959383011,0.24887828528881073,0.6517696976661682,-0.09127795696258545,0.16503362357616425,0.6125680208206177,-0.0906485766172409,0.25483208894729614,0.6141065359115601,-0.1157628670334816,0.2572057843208313,0.6798469424247742,-0.09777098149061203,0.23502053320407867,0.697365403175354,-0.08877965062856674,0.16238771378993988,0.6788802146911621,-0.11048533767461777,0.22682508826255798,0.6819785237312317,-0.1308574080467224,0.2352779358625412,0.717808723449707,-0.1265162080526352,0.22280536592006683,0.725190281867981,-0.12447600811719894,1
0.2016216218471527,0.7785590887069702,-2.909566489961435e-07,0.2605178654193878,0.645770788192749,0.01938074454665184,0.27240556478500366,0.5415090918540955,-0.0017282064072787762,0.2755952775478363,0.4588127136230469,-0.028901392593979836,0.27371934056282043,0.3711727261543274,-0.05479446053504944,0.20229189097881317,0.49287453293800354,-0.06812937557697296,0.2811179757118225,0.4778013825416565,-0.09688329696655273,0.2855229675769806,0.5606535077095032,-0.08849471062421799,0.26322877407073975,0.5948671102523804,-0.08237352967262268,0.18635384738445282,0.5450922846794128,-0.10215194523334503,0.2723912000656128,0.5328813791275024,-0.12822894752025604,0.2739138603210449,0.6229826211929321,-0.10119529813528061,0.25228142738342285,0.647921621799469,-0.0857522040605545,0.1756896674633026,0.6112034916877747,-0.1345335692167282,0.2570273280143738,0.5960610508918762,-0.15226195752620697,0.2598830461502075,0.6684010624885559,-0.11390356719493866,0.23640982806682587,0.6924545168876648,-0.09506604075431824,0.17021264135837555,0.6744284629821777,-0.1665007472038269,0.2259894162416458,0.6682040095329285,-0.18189691007137299,0.2363215684890747,0.7035024762153625,-0.1672857254743576,0.2242370992898941,0.7150125503540039,-0.16025495529174805,1
0.20120909810066223,0.7621493339538574,-2.444448909955099e-07,0.2603844404220581,0.6313090324401855,0.015255146659910679,0.27318325638771057,0.5269969701766968,-0.0054497625678777695,0.27605730295181274,0.4422995448112488,-0.03106187842786312,0.2707728445529938,0.3555517792701721,-0.05480397865176201,0.19886749982833862,0.47896701097488403,-0.07389739155769348,0.27673402428627014,0.4578731060028076,-0.10437700897455215,0.2829432487487793,0.5401595234870911,-0.09723695367574692,0.26237422227859497,0.5739719271659851,-0.09153702855110168,0.18169277906417847,0.5312758088111877,-0.1058506965637207,0.2710855305194855,0.5161148309707642,-0.13440348207950592,0.27328580617904663,0.6033092141151428,-0.1087077334523201,0.25156348943710327,0.6294889450073242,-0.09339413791894913,0.17118708789348602,0.5969021320343018,-0.13634417951107025,0.25650063157081604,0.5845982432365417,-0.15705366432666779,0.2593475580215454,0.6544567346572876,-0.11917091906070709,0.23543353378772736,0.6759662628173828,-0.09914511442184448,0.16580726206302643,0.6610572934150696,-0.1666816622018814,0.2244858741760254,0.6574225425720215,-0.18411411345005035,0.23450137674808502,0.6902572512626648,-0.16968171298503876,0.22248531877994537,0.6993727087974548,-0.16178551316261292,1
0.20009277760982513,0.7501339316368103,-2.585171898772387e-07,0.2557718753814697,0.6201614141464233,0.010783166624605656,0.2680783271789551,0.5134221315383911,-0.012598679400980473,0.2702000141143799,0.4277004599571228,-0.03983473405241966,0.2633158564567566,0.338370680809021,-0.0649714544415474,0.19461096823215485,0.46357738971710205,-0.07915914058685303,0.272598534822464,0.43972617387771606,-0.10696091502904892,0.27810198068618774,0.5221644639968872,-0.09644255042076111,0.2563924491405487,0.5544949173927307,-0.0886775553226471,0.17685875296592712,0.5178208947181702,-0.108066625893116,0.2683749496936798,0.5005684494972229,-0.13216069340705872,0.26908382773399353,0.5893821716308594,-0.10345283895730972,0.24398796260356903,0.6094822883605957,-0.08734644949436188,0.16593307256698608,0.5848211050033569,-0.1355728656053543,0.25548243522644043,0.5722606182098389,-0.15184633433818817,0.2569953501224518,0.643701434135437,-0.11406204849481583,0.23076516389846802,0.6634771823883057,-0.09612879157066345,0.16157935559749603,0.6505856513977051,-0.16337132453918457,0.2226482331752777,0.6456825137138367,-0.17754165828227997,0.23010094463825226,0.6824535727500916,-0.16370518505573273,0.2146477997303009,0.6946244239807129,-0.15772271156311035,1
0.20636537671089172,0.7409408688545227,-2.5767309352886514e-07,0.25304463505744934,0.6355054974555969,-0.014006657525897026,0.26070958375930786,0.5085171461105347,-0.028117269277572632,0.2609589099884033,0.41096413135528564,-0.04039086028933525,0.2541743218898773,0.3214845061302185,-0.04890595003962517,0.17906537652015686,0.44606295228004456,-0.05879775807261467,0.2620998024940491,0.4281567931175232,-0.08873641490936279,0.2687648832798004,0.5082849860191345,-0.0924670621752739,0.24709323048591614,0.5316919088363647,-0.0940740555524826,0.15468354523181915,0.49855443835258484,-0.06727810204029083,0.2598005533218384,0.49453064799308777,-0.09576745331287384,0.26054438948631287,0.5714166760444641,-0.087530717253685,0.23561249673366547,0.5860636830329895,-0.08338038623332977,0.14488175511360168,0.5686824321746826,-0.07717934995889664,0.24777574837207794,0.5707648992538452,-0.10241306573152542,0.24778421223163605,0.6352897882461548,-0.08765946328639984,0.22413603961467743,0.6489731073379517,-0.07962372153997421,0.14373686909675598,0.6417554020881653,-0.0886545330286026,0.22112737596035004,0.6428342461585999,-0.10852839797735214,0.22430995106697083,0.6832653880119324,-0.10662581771612167,0.20508727431297302,0.6939305067062378,-0.10575184226036072,1
